age;sex;education;Img1;Ans1;Img2;Ans2;Img3;Ans3;Img4;Ans4;Img5;Ans5;Img6;Ans6;Img7;Ans7;Img8;Ans8;Img9;Ans9;Img10;Ans10;Img11;Ans11;Img12;Ans12;Img13;Ans13;Img14;Ans14;Img15;Ans15;Img16;Ans16;Img17;Ans17;Img18;Ans18;Img19;Ans19;Img20;Ans20;Img21;Ans21;Img22;Ans22;Img23;Ans23;Img24;Ans24;Img25;Ans25;Img26;Ans26;Img27;Ans27;Img28;Ans28;Img29;Ans29;Img30;Ans30;Img31;Ans31;Img32;Ans32;Img33;Ans33;Img34;Ans34;Img35;Ans35;Img36;Ans36;Img37;Ans37;Img38;Ans38;Img39;Ans39;Img40;Ans40;Img41;Ans41;Img42;Ans42;Img43;Ans43;Img44;Ans44;Img45;Ans45;Img46;Ans46;Img47;Ans47;Img48;Ans48;Img49;Ans49;Img50;Ans50;Img51;Ans51;Img52;Ans52;Img53;Ans53;Img54;Ans54;Img55;Ans55;Img56;Ans56;Img57;Ans57;Img58;Ans58;Img59;Ans59;Img60;Ans60;Img61;Ans61;Img62;Ans62;Img63;Ans63;Img64;Ans64;Img65;Ans65;Img66;Ans66;Img67;Ans67;Img68;Ans68;Img69;Ans69;Img70;Ans70;Img71;Ans71;Img72;Ans72;Img73;Ans73;Img74;Ans74;Img75;Ans75;Img76;Ans76;Img77;Ans77;Img78;Ans78;Img79;Ans79;Img80;Ans80;Img81;Ans81;Img82;Ans82;Img83;Ans83;Img84;Ans84;Img85;Ans85;Img86;Ans86;Img87;Ans87;Img88;Ans88;Img89;Ans89;Img90;Ans90;Img91;Ans91;Img92;Ans92;Img93;Ans93;Img94;Ans94;Img95;Ans95;Img96;Ans96;Img97;Ans97;Img98;Ans98;Img99;Ans99;Img100;Ans100;Img101;Ans101;Img102;Ans102;Img103;Ans103;Img104;Ans104;Img105;Ans105;Img106;Ans106;Img107;Ans107;Img108;Ans108;Img109;Ans109;Img110;Ans110;Img111;Ans111;Img112;Ans112;Img113;Ans113;Img114;Ans114;Img115;Ans115;Img116;Ans116;Img117;Ans117;Img118;Ans118;Img119;Ans119;Img120;Ans120;Img121;Ans121;Img122;Ans122;Img123;Ans123;Img124;Ans124;Img125;Ans125;Img126;Ans126;Img127;Ans127;Img128;Ans128;Img129;Ans129;Img130;Ans130;Img131;Ans131;Img132;Ans132;Img133;Ans133;Img134;Ans134;Img135;Ans135;Img136;Ans136;Img137;Ans137;Img138;Ans138;Img139;Ans139;Img140;Ans140;Img141;Ans141;Img142;Ans142;Img143;Ans143;Img144;Ans144;Img145;Ans145;Img146;Ans146;Img147;Ans147;Img148;Ans148;Img149;Ans149;Img150;Ans150;Img151;Ans151;Img152;Ans152;Img153;Ans153;Img154;Ans154;Img155;Ans155;Img156;Ans156;Img157;Ans157;Img158;Ans158;Img159;Ans159;Img160;Ans160;Img161;Ans161;Img162;Ans162;Img163;Ans163;Img164;Ans164;Img165;Ans165;Img166;Ans166;Img167;Ans167;Img168;Ans168;Img169;Ans169;Img170;Ans170;Img171;Ans171;Img172;Ans172;Img173;Ans173;Img174;Ans174;Img175;Ans175;Img176;Ans176;Img177;Ans177;Img178;Ans178;Img179;Ans179;Img180;Ans180;Img181;Ans181;Img182;Ans182;Img183;Ans183;Img184;Ans184;Img185;Ans185;Img186;Ans186;Img187;Ans187;Img188;Ans188;Img189;Ans189;Img190;Ans190;Img191;Ans191;Img192;Ans192;Img193;Ans193;Img194;Ans194;Img195;Ans195;Img196;Ans196;Img197;Ans197;Img198;Ans198;Img199;Ans199;Img200;Ans200;Img201;Ans201;Img202;Ans202;Img203;Ans203;Img204;Ans204;Img205;Ans205;Img206;Ans206;Img207;Ans207
26;0;1;GreenGray;0;OrangeBlack;0;RedBlack;0;OrangeViolet;3;YellowRed;3;GrayViolet;3;BlueViolet;3;BlueYellow;0;GrayViolet;0;OrangeViolet;4;YellowViolet;2;OrangeGreen;2;VioletGray;0;GrayGreen;2;BlueBlack;4;WhiteGreen;1;GreenGray;4;RedOrange;0;BlueGreen;4;YellowGray;4;BlackGreen;0;RedGreen;0;OrangeRed;4;BlackBlue;4;RedViolet;2;YellowGray;1;GrayWhite;3;WhiteViolet;3;OrangeYellow;1;RedGreen;2;BlackViolet;4;YellowOrange;3;BlackWhite;3;BlueWhite;4;BlackGray;2;BlackViolet;4;WhiteRed;4;BlackOrange;0;OrangeBlue;3;YellowViolet;0;OrangeGray;3;YellowBlack;2;GreenWhite;1;RedOrange;4;BlueGreen;1;OrangeYellow;2;BlackWhite;2;GrayViolet;3;BlueWhite;2;YellowBlue;4;GreenGray;0;BlackGreen;4;GreenRed;4;YellowGreen;2;RedWhite;4;VioletBlue;2;RedBlue;2;BlackGray;4;OrangeGray;4;VioletBlack;0;RedBlack;2;GrayOrange;1;GrayRed;4;GrayWhite;0;RedYellow;3;OrangeViolet;2;BlueWhite;4;GreenRed;3;RedBlack;3;WhiteGray;4;YellowOrange;2;WhiteGreen;0;WhiteBlack;3;WhiteOrange;4;GreenWhite;4;BlueYellow;0;YellowRed;2;OrangeBlack;0;BlueOrange;1;WhiteBlue;3;RedBlue;4;VioletOrange;0;VioletWhite;0;YellowViolet;2;YellowWhite;1;OrangeYellow;2;RedBlue;3;GreenBlack;2;GrayBlack;3;GrayGreen;0;GrayBlack;2;VioletGreen;2;GrayRed;0;RedWhite;2;VioletOrange;2;WhiteGray;0;OrangeRed;0;GrayOrange;3;VioletGreen;3;BlueRed;4;YellowGreen;0;VioletRed;2;GreenViolet;0;BlueRed;4;YellowBlack;0;OrangeWhite;4;RedGray;3;OrangeWhite;2;GreenBlue;2;VioletRed;3;GreenYellow;4;GrayBlack;3;VioletBlue;3;BlackRed;3;GreenBlack;4;YellowGreen;2;BlackViolet;1;VioletGreen;3;GrayBlue;0;YellowWhite;0;WhiteOrange;0;RedViolet;4;VioletWhite;0;RedOrange;4;VioletYellow;0;OrangeGreen;1;WhiteYellow;1;RedGray;2;WhiteGray;3;GreenOrange;4;OrangeWhite;0;BlueGray;4;WhiteGreen;4;VioletBlack;4;YellowBlack;1;WhiteYellow;2;BlackBlue;1;OrangeBlack;2;BlackWhite;2;VioletOrange;1;GreenOrange;2;BlueGray;2;GreenBlack;1;RedWhite;1;RedYellow;2;BlackGray;1;GreenYellow;3;BlueRed;0;GreenBlue;0;OrangeBlue;3;BlueBlack;3;VioletYellow;0;BlueGray;4;BlackOrange;1;BlueOrange;3;RedGray;3;GreenYellow;1;GreenViolet;3;OrangeGreen;0;GrayWhite;0;BlueGreen;4;GrayOrange;1;BlueYellow;4;OrangeRed;4;WhiteYellow;1;WhiteBlack;0;YellowRed;2;GreenOrange;4;WhiteBlack;1;BlackRed;2;GrayBlue;2;BlackOrange;4;YellowGray;0;RedYellow;1;RedViolet;1;YellowBlue;1;VioletGray;0;GrayYellow;0;RedGreen;0;GrayBlue;2;BlueBlack;1;GrayGreen;4;GreenRed;4;BlackGreen;3;GreenWhite;3;OrangeGray;2;WhiteOrange;4;VioletBlack;3;GrayRed;2;BlueViolet;0;WhiteBlue;1;WhiteBlue;2;BlackRed;3;WhiteRed;1;BlackYellow;0;GrayYellow;3;OrangeBlue;0;WhiteRed;2;YellowBlue;0;WhiteViolet;1;VioletGray;2;VioletBlue;3;VioletYellow;3;BlueViolet;1;GreenBlue;4;YellowOrange;1;GreenViolet;0
20;0;1;YellowBlack;3;WhiteYellow;3;GreenOrange;0;YellowGray;2;WhiteRed;2;GreenBlue;0;BlueViolet;2;GreenOrange;3;BlueBlack;1;BlackBlue;3;YellowBlue;3;GrayGreen;3;GrayRed;4;GrayViolet;4;GrayGreen;3;GrayViolet;2;OrangeViolet;3;RedBlue;2;WhiteYellow;2;WhiteRed;1;OrangeBlue;0;BlackViolet;1;GrayYellow;0;RedOrange;4;GreenGray;3;YellowGreen;2;OrangeGreen;3;BlueRed;3;YellowWhite;0;RedBlack;1;VioletYellow;2;OrangeBlack;0;WhiteBlack;1;OrangeWhite;1;WhiteGreen;4;BlackViolet;3;OrangeBlack;0;VioletOrange;1;YellowOrange;2;VioletYellow;4;YellowGray;0;RedWhite;0;OrangeViolet;3;GrayViolet;2;BlackRed;3;GrayBlack;0;VioletBlue;2;OrangeGray;2;RedWhite;2;OrangeGreen;0;RedGray;4;GrayRed;3;RedGreen;4;YellowBlack;2;GreenBlack;1;GreenRed;4;BlueGray;4;BlackOrange;0;WhiteOrange;1;YellowGreen;1;GreenRed;4;VioletBlue;3;GreenGray;3;BlackWhite;2;OrangeGray;3;VioletBlue;4;OrangeGreen;4;GreenRed;3;WhiteGreen;2;BlueGreen;0;BlackWhite;1;BlueYellow;3;YellowGreen;1;BlueOrange;1;GreenOrange;1;RedOrange;0;GreenBlue;1;RedViolet;3;GrayOrange;3;WhiteBlue;2;VioletWhite;3;GreenYellow;3;GrayWhite;0;RedBlue;4;GreenViolet;2;VioletGray;0;BlueViolet;3;YellowWhite;4;YellowRed;4;VioletBlack;1;BlackRed;1;GrayOrange;1;OrangeGray;4;GrayWhite;4;VioletGreen;4;BlackYellow;2;WhiteViolet;3;VioletRed;2;YellowBlue;3;YellowBlue;0;WhiteGray;1;BlueGray;3;BlueBlack;2;OrangeBlack;3;WhiteBlack;4;YellowViolet;3;BlueWhite;2;BlueWhite;0;BlueGreen;4;BlackViolet;4;VioletGray;4;YellowBlack;3;GreenBlack;1;WhiteViolet;1;GrayBlack;4;RedBlue;2;BlackGray;1;BlueWhite;2;OrangeWhite;0;GrayOrange;4;RedYellow;1;BlueGreen;4;GreenWhite;4;VioletBlack;0;RedViolet;0;BlackOrange;4;GreenBlue;3;OrangeBlue;0;GreenWhite;1;BlackGray;4;GreenViolet;2;VioletBlack;1;RedGreen;4;OrangeViolet;3;WhiteGray;0;YellowGray;3;RedWhite;1;WhiteBlue;4;OrangeWhite;1;BlueRed;4;RedOrange;3;WhiteBlack;1;BlueGray;3;OrangeBlue;0;VioletOrange;2;BlackWhite;2;BlueViolet;1;GreenBlack;2;GreenYellow;1;GrayBlue;4;BlackGreen;2;RedGreen;2;GrayGreen;0;VioletYellow;2;OrangeRed;0;GreenViolet;2;BlackGray;1;VioletOrange;4;VioletWhite;1;GrayBlue;4;RedYellow;0;BlackRed;4;RedViolet;2;BlueYellow;2;BlackGreen;2;GrayRed;3;YellowOrange;1;GreenWhite;2;OrangeRed;0;WhiteGray;1;YellowViolet;0;OrangeYellow;2;OrangeYellow;4;OrangeRed;3;RedGray;0;BlueRed;4;YellowViolet;1;GreenGray;0;WhiteRed;1;GrayBlack;1;VioletGreen;4;YellowRed;4;OrangeYellow;0;WhiteGreen;2;WhiteOrange;0;GreenYellow;3;RedBlack;1;VioletRed;4;RedBlack;0;VioletGray;0;GrayWhite;4;RedYellow;3;GrayYellow;3;BlueOrange;0;GrayBlue;3;BlackGreen;0;WhiteOrange;0;WhiteYellow;1;RedGray;2;BlueYellow;1;YellowRed;1;BlackBlue;2;YellowOrange;4;BlueBlack;3;BlackOrange;3;WhiteBlue;1;VioletGreen;0
25;0;1;VioletWhite;1;GreenBlue;2;GreenWhite;2;GrayOrange;0;VioletGray;2;VioletRed;3;OrangeRed;1;RedGreen;1;WhiteViolet;3;OrangeGray;2;YellowBlue;2;GreenWhite;2;VioletBlue;3;GrayOrange;4;WhiteOrange;1;GrayViolet;3;WhiteBlue;4;BlueWhite;0;BlueGray;3;GrayViolet;2;WhiteGreen;2;BlackBlue;3;VioletGray;1;OrangeGreen;3;BlackGray;1;GrayBlack;1;RedGreen;3;GreenYellow;1;YellowGreen;4;WhiteGray;1;GrayYellow;3;RedYellow;1;OrangeBlue;2;GreenGray;0;WhiteBlue;1;GrayWhite;0;BlueYellow;2;OrangeWhite;0;GreenYellow;4;GrayBlue;1;OrangeYellow;2;RedOrange;0;OrangeBlack;3;VioletGreen;0;OrangeGreen;1;OrangeWhite;0;GreenBlack;4;WhiteBlack;1;YellowGreen;1;OrangeViolet;3;VioletGray;0;WhiteOrange;3;YellowOrange;1;GrayOrange;3;WhiteRed;1;GreenBlack;0;VioletGreen;4;RedBlack;1;OrangeGray;0;OrangeViolet;3;WhiteYellow;0;VioletOrange;3;BlueGreen;3;OrangeBlack;0;RedViolet;3;VioletBlue;4;GrayBlack;2;BlackViolet;4;WhiteGray;0;WhiteRed;0;GreenBlack;3;WhiteGray;1;BlackRed;0;YellowBlack;0;VioletBlack;0;WhiteOrange;3;BlueOrange;3;OrangeBlue;2;YellowViolet;0;VioletGreen;4;BlueBlack;2;YellowRed;2;YellowWhite;3;BlueGreen;1;OrangeRed;1;YellowRed;2;WhiteYellow;2;RedBlue;2;RedOrange;1;BlackYellow;2;RedBlue;1;VioletYellow;4;GreenOrange;0;BlackGreen;0;BlackGray;1;YellowOrange;1;YellowOrange;3;VioletYellow;0;RedYellow;4;BlackWhite;2;BlueRed;3;BlackBlue;2;GrayGreen;3;GreenYellow;2;YellowRed;2;GreenGray;2;OrangeBlue;0;BlackGray;0;VioletBlue;4;BlackRed;4;BlackViolet;3;BlackViolet;0;RedOrange;1;RedViolet;0;WhiteViolet;0;WhiteBlack;3;YellowBlue;4;WhiteGreen;0;BlueYellow;1;BlueBlack;0;VioletRed;3;RedWhite;1;BlueViolet;0;BlackGreen;4;BlackWhite;1;GreenViolet;3;RedBlack;3;RedGreen;4;BlackWhite;4;BlueOrange;0;WhiteBlue;4;GrayBlue;0;WhiteBlack;3;BlackGreen;3;GreenViolet;0;YellowBlack;3;BlueViolet;2;BlueViolet;4;RedYellow;3;RedBlack;0;GreenGray;0;YellowGray;1;BlackOrange;2;OrangeBlack;1;GrayYellow;2;WhiteYellow;2;WhiteGreen;1;GrayRed;3;GrayBlack;4;VioletWhite;1;OrangeGray;3;OrangeViolet;3;YellowGreen;0;GrayGreen;3;VioletOrange;4;VioletBlack;4;RedViolet;0;OrangeYellow;0;RedGray;4;BlueWhite;2;GreenViolet;1;VioletYellow;3;BlueYellow;0;GreenRed;3;GrayWhite;4;OrangeWhite;2;GreenRed;2;OrangeRed;1;YellowBlack;3;YellowBlue;4;WhiteRed;0;BlueWhite;1;GrayViolet;0;BlackRed;3;YellowGray;0;GrayRed;2;RedWhite;2;YellowViolet;2;BlueBlack;4;BlueGray;4;GrayBlue;3;OrangeGreen;1;OrangeYellow;3;GreenWhite;3;BlueGreen;2;GreenBlue;2;GreenBlue;2;RedBlue;0;BlueRed;4;VioletOrange;2;GrayRed;1;BlueGray;2;RedWhite;3;BlackOrange;0;GreenOrange;3;BlackOrange;0;RedGray;0;RedGray;1;GreenOrange;0;YellowViolet;2;GrayWhite;4;GreenRed;1;YellowGray;2;VioletBlack;1;GrayGreen;2;YellowWhite;3;BlueRed;2
22;0;1;BlueRed;3;RedYellow;4;GreenYellow;3;GreenBlue;3;OrangeBlue;2;WhiteYellow;3;BlueRed;0;WhiteBlack;4;GrayBlue;3;BlackGray;4;GrayBlue;4;YellowOrange;3;BlueViolet;4;BlueOrange;1;GreenBlue;3;RedOrange;4;YellowGray;0;WhiteRed;3;VioletGray;3;YellowRed;3;YellowBlack;3;OrangeGreen;3;YellowGreen;0;VioletGreen;1;VioletBlack;0;OrangeRed;4;BlackBlue;1;GreenBlack;2;YellowBlack;3;OrangeGray;2;RedYellow;1;WhiteGreen;0;GrayGreen;3;YellowBlack;3;BlueGreen;3;YellowViolet;4;GreenViolet;4;GreenGray;3;BlueRed;2;GreenOrange;1;VioletYellow;2;OrangeWhite;1;WhiteRed;2;OrangeBlue;3;GreenWhite;0;GreenGray;3;BlueYellow;1;BlueBlack;1;WhiteBlue;2;YellowBlue;1;WhiteGreen;4;YellowOrange;4;OrangeViolet;4;VioletWhite;0;RedGray;0;YellowGreen;4;OrangeBlue;3;BlackGreen;4;OrangeViolet;4;GrayGreen;4;BlackViolet;0;BlackGray;3;YellowOrange;2;BlueWhite;2;BlackGreen;1;WhiteViolet;1;BlackRed;2;GreenBlack;3;VioletWhite;2;VioletOrange;0;OrangeBlack;4;BlueWhite;2;VioletGreen;2;BlueGreen;1;OrangeYellow;3;GrayRed;2;RedBlack;3;GrayBlue;0;WhiteOrange;4;WhiteViolet;2;BlueGray;2;VioletBlue;2;BlackRed;4;RedOrange;1;RedBlue;4;BlackGreen;2;RedGray;3;YellowViolet;2;GrayBlack;2;RedBlue;4;GrayViolet;0;RedBlack;2;OrangeWhite;1;OrangeGray;4;RedGreen;0;BlackYellow;1;RedGreen;0;YellowBlue;1;YellowGreen;2;RedViolet;4;GreenYellow;3;GreenViolet;0;BlueWhite;2;GrayBlack;2;BlueBlack;3;BlackRed;1;OrangeRed;2;VioletRed;2;GreenBlue;0;GreenBlack;3;GreenWhite;2;VioletYellow;0;GrayWhite;4;BlueGray;4;BlackViolet;0;OrangeBlack;2;YellowGray;3;GrayRed;3;GreenOrange;1;RedWhite;4;GreenYellow;2;GreenRed;4;RedWhite;0;RedWhite;0;VioletBlue;1;YellowGray;0;WhiteOrange;1;RedViolet;3;WhiteBlack;0;YellowViolet;0;YellowRed;1;RedOrange;1;VioletBlack;4;WhiteYellow;3;WhiteGray;4;OrangeGreen;4;GrayBlack;3;OrangeYellow;2;OrangeViolet;0;WhiteGray;0;GreenRed;0;BlackOrange;2;GrayWhite;0;RedYellow;2;GrayOrange;4;WhiteGray;4;BlueGreen;2;GrayYellow;4;VioletRed;0;WhiteYellow;0;RedGreen;0;YellowWhite;1;VioletBlue;1;RedGray;4;VioletOrange;4;RedViolet;1;GrayRed;1;OrangeYellow;3;OrangeWhite;3;GrayYellow;3;GreenViolet;4;VioletGray;0;VioletYellow;0;WhiteOrange;1;WhiteRed;2;BlackOrange;1;GreenOrange;4;GreenGray;2;BlackGray;3;GrayWhite;3;WhiteGreen;3;GreenWhite;2;VioletGreen;2;BlueYellow;4;WhiteBlue;0;BlackViolet;4;RedBlack;3;BlueYellow;3;GrayViolet;2;BlueViolet;0;RedBlue;3;OrangeBlack;3;VioletOrange;1;BlueBlack;2;BlueViolet;4;BlackWhite;2;GreenRed;1;GrayGreen;0;YellowWhite;0;GrayOrange;1;YellowBlue;1;WhiteBlue;0;BlueGray;0;VioletBlack;0;GrayOrange;0;OrangeGreen;0;BlackOrange;4;YellowRed;3;BlueOrange;3;OrangeGray;2;OrangeRed;3;WhiteBlack;1;GrayViolet;1;BlackWhite;0;VioletGray;1;BlackBlue;3;BlackWhite;1
27;0;0;VioletGreen;0;BlueGreen;4;OrangeBlue;2;WhiteRed;1;WhiteViolet;2;YellowViolet;3;WhiteGray;1;YellowRed;0;BlackGray;1;YellowOrange;2;RedYellow;4;YellowGray;1;BlueYellow;3;RedBlack;0;VioletGray;2;BlackRed;2;BlackGreen;4;GreenYellow;2;OrangeWhite;0;GreenRed;2;WhiteGray;3;VioletOrange;3;RedGray;4;WhiteBlue;4;OrangeRed;2;RedGreen;0;BlueOrange;2;YellowGreen;3;RedBlue;3;BlackRed;1;GreenGray;2;BlueRed;2;VioletBlue;2;VioletWhite;4;BlackBlue;3;BlackOrange;2;VioletGray;1;GrayRed;1;BlackOrange;0;BlueViolet;2;OrangeViolet;0;VioletBlack;4;RedBlack;1;GrayWhite;2;RedGreen;0;BlackGreen;2;YellowBlack;2;BlackWhite;0;BlackBlue;4;OrangeWhite;3;VioletYellow;4;BlueRed;2;OrangeViolet;0;OrangeViolet;3;OrangeYellow;0;OrangeWhite;3;WhiteBlack;3;VioletBlack;3;VioletGreen;0;RedOrange;0;GrayViolet;0;BlackWhite;2;BlackRed;3;OrangeGreen;3;GrayOrange;3;GreenRed;2;WhiteBlue;2;YellowOrange;4;WhiteYellow;3;GreenRed;1;OrangeGray;3;OrangeGray;2;GreenWhite;2;BlackGray;4;BlueYellow;3;VioletYellow;1;BlueWhite;2;BlackViolet;4;WhiteViolet;3;BlueViolet;2;WhiteOrange;4;RedViolet;3;GreenBlack;0;GreenBlack;2;GreenGray;0;OrangeGreen;4;VioletRed;4;VioletGreen;0;RedBlue;0;VioletYellow;3;YellowGreen;3;WhiteBlue;2;YellowGray;2;VioletBlue;1;OrangeGreen;4;VioletWhite;3;GreenBlue;3;WhiteGreen;1;WhiteRed;3;BlueWhite;2;WhiteGreen;2;YellowGray;4;GreenOrange;2;WhiteOrange;2;BlueOrange;3;YellowRed;3;GreenBlue;0;YellowBlue;4;RedWhite;2;YellowViolet;4;GreenWhite;4;YellowWhite;3;GrayOrange;1;OrangeBlack;1;YellowWhite;3;RedBlack;2;WhiteRed;3;OrangeBlue;0;GrayWhite;3;VioletOrange;1;GrayYellow;2;BlueGreen;0;GrayRed;0;VioletBlack;2;WhiteBlack;1;GreenBlue;0;VioletOrange;2;OrangeRed;0;GrayBlack;2;GreenViolet;3;WhiteYellow;1;GreenWhite;3;WhiteGreen;4;GrayRed;1;GreenGray;0;BlueWhite;4;BlueGray;0;OrangeBlue;1;VioletGray;4;GrayBlack;0;GreenOrange;0;BlackViolet;0;WhiteOrange;2;GreenYellow;4;OrangeRed;0;OrangeYellow;0;GreenOrange;0;GreenViolet;1;YellowRed;0;YellowBlue;3;YellowGreen;2;VioletBlue;4;YellowOrange;2;RedGray;3;GrayGreen;4;BlackOrange;0;GrayOrange;4;GrayViolet;0;GrayBlack;3;BlackWhite;1;BlackYellow;1;RedOrange;4;BlueBlack;2;GreenViolet;2;RedYellow;0;GrayYellow;0;BlueBlack;2;RedWhite;2;RedGray;1;WhiteYellow;0;GrayWhite;1;GreenYellow;4;RedWhite;3;YellowBlue;0;RedGreen;0;GreenBlack;0;WhiteBlack;3;OrangeBlack;2;RedYellow;3;BlueGray;2;GrayViolet;1;YellowViolet;2;GrayBlue;3;GrayGreen;1;BlackGray;1;GrayGreen;2;YellowBlack;0;BlueYellow;4;BlackViolet;2;OrangeBlack;2;RedOrange;2;BlueGray;3;GrayBlue;2;BlueRed;2;RedBlue;4;GrayBlue;3;BlueViolet;2;YellowBlack;0;BlueBlack;1;RedViolet;0;BlackGreen;0;VioletRed;0;OrangeGray;0;RedViolet;0;WhiteGray;0;OrangeYellow;0;BlueGreen;3
20;0;1;GrayGreen;1;GreenYellow;1;OrangeGray;2;GrayWhite;0;BlueViolet;2;YellowGray;1;VioletGreen;2;OrangeBlack;2;BlackRed;3;BlackGray;3;GrayBlack;4;OrangeGreen;1;BlueYellow;3;GreenBlue;1;GreenWhite;2;BlueGray;3;BlueRed;2;WhiteRed;0;YellowRed;4;VioletGreen;4;OrangeGreen;3;YellowViolet;0;GreenBlue;2;BlueBlack;2;BlackGreen;1;GrayOrange;2;GrayWhite;3;BlackOrange;4;BlackRed;1;BlackGray;3;YellowBlack;1;GreenYellow;4;BlackViolet;4;BlackWhite;3;RedWhite;0;WhiteBlack;2;GrayOrange;0;VioletWhite;0;YellowRed;2;GreenGray;1;BlackYellow;3;BlueGreen;2;GrayGreen;4;VioletBlack;3;OrangeWhite;0;WhiteYellow;2;GreenViolet;4;WhiteRed;0;BlueGreen;1;RedBlue;3;RedGreen;2;OrangeViolet;3;RedBlack;2;OrangeRed;1;BlueWhite;1;GreenWhite;0;VioletYellow;0;VioletBlue;0;VioletBlack;4;YellowGreen;0;OrangeBlack;2;RedBlue;2;RedBlack;2;RedBlue;2;VioletRed;3;YellowViolet;2;GreenBlue;3;YellowWhite;1;RedViolet;3;GreenRed;0;WhiteGreen;3;WhiteGray;2;GrayRed;2;WhiteOrange;4;OrangeWhite;0;RedGray;2;GreenViolet;2;RedWhite;3;OrangeYellow;2;GreenBlack;3;YellowBlue;3;BlackWhite;1;YellowWhite;2;VioletYellow;4;GreenGray;0;GrayViolet;4;YellowBlack;2;OrangeYellow;2;VioletWhite;4;WhiteGreen;4;YellowGreen;3;GreenOrange;3;VioletBlack;1;WhiteBlack;0;OrangeViolet;3;YellowBlack;2;VioletGray;2;VioletGreen;4;RedWhite;0;BlueRed;3;YellowGreen;1;OrangeGray;1;RedGray;1;GreenRed;1;RedOrange;4;VioletGray;2;BlueWhite;3;WhiteViolet;3;GrayYellow;0;GreenWhite;3;VioletBlue;4;RedViolet;3;BlueOrange;2;GrayYellow;4;BlueViolet;3;GrayViolet;3;GrayViolet;1;BlackWhite;3;VioletRed;4;GreenOrange;0;RedOrange;0;WhiteOrange;1;VioletYellow;3;RedYellow;2;BlueBlack;0;OrangeBlue;0;YellowGray;3;WhiteYellow;1;OrangeBlack;1;OrangeGray;3;BlueRed;0;BlackGreen;2;GreenGray;3;BlackViolet;0;OrangeViolet;0;YellowViolet;3;RedViolet;2;VioletOrange;2;GreenBlack;0;WhiteYellow;0;OrangeWhite;3;BlackOrange;2;WhiteBlue;0;WhiteViolet;2;RedYellow;1;BlackOrange;3;OrangeBlue;2;BlackBlue;0;YellowOrange;2;WhiteGreen;1;GrayBlue;2;WhiteGray;0;GrayBlack;1;BlueGray;3;BlueYellow;2;WhiteBlue;2;VioletGray;0;RedGray;4;RedOrange;1;GreenRed;3;VioletBlue;1;GrayBlack;4;BlueBlack;3;RedYellow;0;VioletOrange;1;BlueOrange;1;GrayOrange;0;GrayGreen;1;GreenYellow;3;BlackBlue;4;WhiteBlue;4;BlueWhite;3;GrayBlue;2;OrangeGreen;0;OrangeYellow;2;GrayRed;0;OrangeRed;0;YellowGray;2;BlackViolet;1;GrayRed;0;YellowBlue;2;WhiteBlack;3;BlackRed;2;GreenViolet;0;BlackGreen;0;RedBlack;4;YellowBlue;1;BlueGray;4;GreenBlack;2;BlackGray;4;VioletOrange;4;BlueYellow;3;RedGreen;1;GrayBlue;2;RedGreen;3;WhiteGray;3;WhiteRed;4;OrangeRed;3;GrayWhite;4;BlueViolet;2;YellowOrange;0;YellowOrange;2;GreenOrange;2;OrangeBlue;4;BlueGreen;3;YellowRed;3;WhiteOrange;3
